image_path,gender
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/702.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/702.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/703.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/703.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/704.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/705.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/706.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/707.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/708.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/709.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/709.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/710.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/710.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/712.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/712.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/714.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/714.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/715.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/715.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/717.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/717.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/718.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/718.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/719.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/719.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/720.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/721.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/721.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/722.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/723.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/724.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/724.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/725.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/726.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/727.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/728.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/728.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/730.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/730.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/731.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/731.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/732.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/733.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/734.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/735.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/736.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/738.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/738.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/739.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/739.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/740.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/741.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/742.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/742.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/743.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/743.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/744.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/744.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/745.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/745.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/748.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/748.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/749.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/751.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/751.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/752.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/752.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/753.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/755.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/756.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/756.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/757.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/758.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/759.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/759.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/760.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/760.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/762.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/763.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/763.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/764.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/764.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/765.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/766.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/768.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/768.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/769.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/770.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/770.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/771.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/771.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/772.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/772.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/773.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/773.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/774.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/775.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/776.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/777.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/778.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/779.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/780.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/780.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/781.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/781.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/782.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/782.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/783.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/783.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/784.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/785.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/785.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/786.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/786.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/787.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/787.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/788.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/788.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/789.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/789.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/790.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/790.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/791.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/791.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/792.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/792.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/795.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/796.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/796.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/797.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/798.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/798.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/799.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/799.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/800.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/800.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/801.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/801.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/802.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/802.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/803.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/804.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/804.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/805.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/805.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/806.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/806.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/807.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/807.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/808.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/808.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/809.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/809.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/810.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/811.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/812.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/813.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/813.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/814.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/814.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/815.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/816.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/817.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/818.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/818.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/819.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/819.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/821.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/822.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/823.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/823.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/824.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/824.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/825.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/825.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/826.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/826.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/827.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/827.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/femaleeyes/828.jpg,female
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/829.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/830.jpg,male
D:\Programming\My Projects\eye-gender-detection/data/images/maleeyes/831.jpg,male
